modelrun_id,modelrun_alias,jurisdiction,total_households,total_jobs,hh_growth,jobs_growth,hh_share_of_growth,jobs_share_of_growth
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Alameda,31303.6,36576.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Albany,7543.4,5068.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,American Canyon,5974.8,6580.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Antioch,34580.0,22145.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Atherton,2513.2,2407.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Belmont,10954.0,8793.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Belvedere,1021.2,324.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Benicia,10580.2,13917.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Berkeley,49640.8,124382.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Brentwood,19768.6,10246.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Brisbane,1951.4,7308.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Burlingame,13530.6,33272.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Calistoga,2052.0,1738.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Campbell,17225.2,25060.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Clayton,3943.2,2098.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Cloverdale,3573.4,2287.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Colma,843.2,4281.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Concord,45331.6,66107.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Corte Madera,4181.8,6218.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Cotati,3036.0,2936.7999999999997,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Cupertino,21894.6,40231.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Daly City,32193.0,19696.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Danville,15889.6,13056.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Dixon,5857.8,4509.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Dublin,21945.4,21525.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,East Palo Alto,7415.6,5904.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,El Cerrito,10987.2,6551.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Emeryville,7517.6,25002.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Fairfax,3425.4,1538.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Fairfield,35433.2,42215.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Foster City,12837.0,20671.399999999998,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Fremont,77310.2,96805.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Gilroy,15323.6,19601.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Half Moon Bay,4857.6,4856.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Hayward,47386.6,83025.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Healdsburg,4495.0,9438.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Hercules,8715.4,5026.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Hillsborough,3933.8,2200.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Lafayette,9563.0,10345.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Larkspur,6230.0,7809.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Livermore,30385.8,44144.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Los Altos,11464.6,15696.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Los Altos Hills,3042.2,1725.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Los Gatos,12602.8,20567.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Martinez,14726.8,25357.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Menlo Park,14444.0,37357.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Mill Valley,6400.0,5812.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Millbrae,8819.2,6390.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Milpitas,25270.8,50924.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Monte Sereno,1278.2,563.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Moraga,5743.6,5909.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Morgan Hill,14571.4,17506.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Mountain View,40104.6,60137.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Napa,28326.0,32123.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Newark,14848.4,20695.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Novato,20158.0,27309.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Oakland,177836.2,263264.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Oakley,13920.2,2751.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Orinda,6958.0,6099.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Pacifica,14048.8,5929.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Palo Alto,27825.8,116208.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Petaluma,22902.0,30018.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Piedmont,3823.2,2296.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Pinole,6826.2,6941.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Pittsburg,21696.4,13671.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Pleasant Hill,13763.2,18582.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Pleasanton,27304.4,64520.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Portola Valley,1796.4,2872.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Redwood City,34213.8,84207.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Richmond,39101.6,48139.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Rio Vista,4258.8,2071.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Rohnert Park,15740.0,14511.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Ross,850.2,488.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Anselmo,5281.4,3389.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Bruno,15075.8,14630.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Carlos,13859.8,17964.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Francisco,406857.4,739996.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Jose,325274.2,445847.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Leandro,31215.6,54681.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Mateo,46926.2,57614.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Pablo,8999.2,8094.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Rafael,22791.4,46089.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,San Ramon,28691.6,44773.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Santa Clara,51364.4,144418.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Santa Rosa,61981.8,79020.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Saratoga,10864.2,9783.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Sausalito,4364.2,5136.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Sebastopol,3202.4,5064.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Sonoma,5070.8,6518.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,South San Francisco,22852.0,53784.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,St. Helena,2432.0,5393.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Suisun City,8719.0,2404.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Sunnyvale,57855.4,99358.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Tiburon,3864.6,2518.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Alameda,54595.0,28799.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Contra Costa,60925.8,41309.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Marin,29085.6,19743.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Napa,10876.8,19070.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated San Mateo,22711.4,23100.6,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Santa Clara,26138.2,32413.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Solano,9897.6,4444.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Unincorporated Sonoma,59878.6,57493.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Union City,20746.0,25245.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Vacaville,30143.6,27652.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Vallejo,41243.6,29057.2,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Walnut Creek,32965.0,56652.0,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Windsor,9047.2,8405.8,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Woodside,2136.4,2478.4,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2023 No Project,Yountville,1149.8,2092.7999999999997,,,,
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Alameda,36427.0,45295.0,5123.4000000000015,8718.800000000003,0.005466974179073551,0.006541712760076377
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Albany,8828.0,5647.0,1284.6000000000004,578.1999999999998,0.0013707450190182072,0.0004338232690136439
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,American Canyon,8809.0,11351.0,2834.2,4770.4,0.0030242608850236663,0.003579229544279985
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Antioch,39859.0,26356.0,5279.0,4211.0,0.005633008683946064,0.003159511909056477
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Atherton,2502.0,2743.0,-11.199999999999818,335.5999999999999,-1.1951069759461052e-05,0.0002518005691473174
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Belmont,12556.0,10164.0,1602.0,1370.7999999999993,0.001709429799522939,0.0010285107872084105
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Belvedere,1006.0,327.0,-15.200000000000045,2.8000000000000114,-1.6219308959268883e-05,2.100839075126614e-06
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Benicia,13455.0,15300.0,2874.7999999999993,1382.3999999999996,0.0030675835129017124,0.0010372142633767924
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Berkeley,58147.0,155800.0,8506.199999999997,31417.600000000006,0.009076624070350823,0.023572614902392017
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Brentwood,22622.0,12164.0,2853.4000000000015,1917.3999999999996,0.0030447484331827443,0.0014386245866599117
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Brisbane,2195.0,13291.0,243.5999999999999,5982.4,0.000259935767268282,0.00448859274394193
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Burlingame,16654.0,44449.0,3123.3999999999996,11176.199999999997,0.003332854579169755,0.008385499168367843
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Calistoga,2445.0,2055.0,393.0,317.0,0.00041935450138109553,0.00023784499529111926
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Campbell,23090.0,28008.0,5864.799999999999,2947.4000000000015,0.0062580923147578845,0.0022114332464386287
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Clayton,4272.0,2366.0,328.8000000000002,267.5999999999999,0.0003508492622241839,0.00020078019160852837
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Cloverdale,3936.0,2932.0,362.5999999999999,644.4000000000001,0.00038691588346255777,0.00048349310714699455
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Colma,1338.0,5636.0,494.79999999999995,1355.0,0.0005279811890161986,0.0010166560524273395
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Concord,63483.0,103534.0,18151.4,37426.600000000006,0.019368629252846863,0.028081165617547654
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Corte Madera,4607.0,5657.0,425.1999999999998,-561.8000000000002,0.0004537138269395464,-0.00042151835443075976
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Cotati,4046.0,2973.0,1010.0,36.20000000000027,0.001077730397951416,2.7160848042708462e-05
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Cupertino,25715.0,61849.0,3820.4000000000015,21617.800000000003,0.004076595259736229,0.016219828199382835
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Daly City,36457.0,22960.0,4264.0,3263.2000000000007,0.004549942986994889,0.0024483778821261216
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Danville,17062.0,14775.0,1172.3999999999996,1718.6000000000004,0.0012510209094636036,0.001289465012325923
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Dixon,6306.0,4968.0,448.1999999999998,458.8000000000002,0.00047825620233844004,0.0003442374884528882
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Dublin,28733.0,29713.0,6787.5999999999985,8187.5999999999985,0.007242775098153494,0.006143153575538069
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,East Palo Alto,9476.0,8225.0,2060.3999999999996,2320.2,0.002198570011820888,0.0017408452936102678
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,El Cerrito,13247.0,7945.0,2259.7999999999993,1393.3999999999996,0.002411341735931296,0.0010454675597433613
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Emeryville,21395.0,31410.0,13877.4,6407.799999999999,0.014808015667852455,0.004807770223427236
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Fairfax,3665.0,1774.0,239.5999999999999,235.5999999999999,0.0002556675280684744,0.00017677060217851002
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Fairfield,42278.0,51418.0,6844.800000000003,9202.599999999999,0.007303810918710747,0.006904707740271463
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Foster City,18513.0,34752.0,5676.0,14080.600000000002,0.006056631424526967,0.010564669529009888
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Fremont,93113.0,127249.0,15802.800000000003,30444.0,0.01686253260667984,0.022842123143983706
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Gilroy,17167.0,23154.0,1843.3999999999996,3552.2000000000007,0.0019670180352313266,0.002665214486665975
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Half Moon Bay,5938.0,5263.0,1080.3999999999996,406.60000000000036,0.0011528514078680292,0.0003050718456951709
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Hayward,61750.0,104240.0,14363.400000000001,21214.399999999994,0.015326606730629078,0.01591715731263066
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Healdsburg,4943.0,11163.0,448.0,1724.7999999999993,0.00047804279037844984,0.0012941168702779884
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Hercules,10525.0,6074.0,1809.6000000000004,1048.0,0.0019309514139929532,0.0007863140538331009
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Hillsborough,3917.0,2329.0,-16.800000000000182,129.0,-1.7926604639192065e-05,9.678865738976146e-05
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Lafayette,10491.0,11891.0,928.0,1545.3999999999996,0.0009902314943553603,0.0011595131095359483
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Larkspur,6408.0,8993.0,178.0,1183.6000000000004,0.00018993664439143765,0.0008880546890428039
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Livermore,41106.0,51542.0,10720.2,7397.199999999997,0.011439094467444327,0.005550116716616614
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Los Altos,12090.0,19421.0,625.3999999999996,3724.6000000000004,0.000667339198889916,0.0027945661497201985
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Los Altos Hills,13706.0,574.0,10663.8,-1151.0,0.011378912294727038,-0.0008635949198109725
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Los Gatos,15335.0,25400.0,2732.2000000000007,4833.0,0.0029154207854285735,0.003626198303602459
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Martinez,17731.0,31758.0,3004.2000000000007,6400.799999999999,0.00320566105101549,0.004802518125739419
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Menlo Park,19544.0,59292.0,5100.0,21935.0,0.005442004979754674,0.01645782325460789
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Mill Valley,6860.0,6365.0,460.0,552.8000000000002,0.0004908475079778726,0.0004147656574035671
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Millbrae,10120.0,10025.0,1300.7999999999993,3634.8,0.0013880313877774268,0.0027271892393822095
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Milpitas,45744.0,58451.0,20473.2,7526.800000000003,0.02184612869637518,0.005647355553808193
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Monte Sereno,1407.0,551.0,128.79999999999995,-12.600000000000023,0.00013743730223380427,-9.453775838069742e-06
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Moraga,8066.0,6959.0,2322.3999999999996,1049.3999999999996,0.002478139679408285,0.000787364473370664
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Morgan Hill,16986.0,25642.0,2414.6000000000004,8135.4000000000015,0.0025765225929638507,0.006103987932780354
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Mountain View,57368.0,101025.0,17263.4,40887.6,0.01842108015048958,0.030677952774338067
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Napa,34573.0,33750.0,6247.0,1626.2000000000007,0.006665922570299501,0.0012201373228467455
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Newark,27549.0,25982.0,12700.6,5286.799999999999,0.013552299695269063,0.003966684293706906
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Novato,23416.0,30827.0,3258.0,3517.7999999999993,0.0034764808282432805,0.002639404178028704
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Oakland,219750.0,357095.0,41913.79999999999,93830.79999999999,0.044724531043223804,0.07040121824656767
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Oakley,19328.0,3324.0,5407.799999999999,572.4000000000001,0.005770445986179868,0.0004294715309294533
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Orinda,7879.0,6314.0,921.0,214.39999999999964,0.0009827620757556972,0.00016086424918112266
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Pacifica,16297.0,6398.0,2248.2000000000007,469.0,0.0023989638422518555,0.0003518905450837064
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Palo Alto,28630.0,135541.0,804.2000000000007,19333.0,0.0008581294911213164,0.014505543514079523
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Petaluma,24794.0,34356.0,1892.0,4337.5999999999985,0.002018877141508989,0.003254499847238986
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Piedmont,3940.0,2689.0,116.80000000000018,392.5999999999999,0.00012463258463438177,0.00029456765031953756
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Pinole,8071.0,8302.0,1244.8000000000002,1360.3999999999996,0.0013282760389801216,0.0010207076706436548
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Pittsburg,26886.0,18477.0,5189.5999999999985,4805.4,0.005537613537830363,0.0036054900327190677
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Pleasant Hill,15990.0,23122.0,2226.7999999999993,4539.200000000001,0.0023761287625328835,0.0034057602606481032
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Pleasanton,42505.0,72763.0,15200.599999999999,8242.199999999997,0.016219949195148804,0.006184119937503036
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Portola Valley,1778.0,3754.0,-18.40000000000009,881.4000000000001,-1.9633900319115003e-05,0.000661314128863068
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Redwood City,39993.0,118737.0,5779.199999999997,34529.2,0.006166751995882,0.025907247354593422
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Richmond,48341.0,64379.0,9239.400000000001,16239.400000000001,0.009858992315675559,0.0121844164559325
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Rio Vista,6167.0,1455.0,1908.1999999999998,-616.0,0.0020361635102682098,-0.0004621845965278532
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Rohnert Park,18720.0,18143.0,2980.0,3631.6000000000004,0.003179838203856653,0.0027247882804392076
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Ross,887.0,605.0,36.799999999999955,116.19999999999999,3.926780063822976e-05,8.718482161775412e-05
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Anselmo,5374.0,3925.0,92.60000000000036,535.8000000000002,9.880973747554605e-05,0.00040201056301886987
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Bruno,18115.0,16317.0,3039.2000000000007,1686.3999999999996,0.003243008144013806,0.0012653053629619667
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Carlos,15593.0,25733.0,1733.2000000000007,7768.200000000001,0.0018494280452766285,0.005828477894070892
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Francisco,515154.0,985922.0,108296.59999999998,245926.0,0.11555894833147058,0.18451819656770913
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Jose,571149.0,640637.0,245874.8,194789.8,0.26236311490121267,0.14615072259860587
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Leandro,35994.0,66501.0,4778.4000000000015,11819.800000000003,0.005098838548090146,0.008868392035779092
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Mateo,54021.0,71435.0,7094.800000000003,13820.599999999999,0.007570575868698722,0.010369591614890986
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Pablo,11526.0,10412.0,2526.7999999999993,2317.8,0.0026962467025184525,0.0017390445744030166
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Rafael,21740.0,46807.0,-1051.4000000000015,717.8000000000029,-0.001121906673669426,0.0005385651029021013
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,San Ramon,34842.0,51261.0,6150.4000000000015,6487.5999999999985,0.006562844593624149,0.004867644137068344
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Santa Clara,91198.0,224822.0,39833.6,80403.6,0.04250483324736388,0.06032679452173198
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Santa Rosa,69833.0,97911.0,7851.199999999997,18890.600000000006,0.00837769990138233,0.014173610940209523
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Saratoga,11025.0,11852.0,160.79999999999927,2069.0,0.00017158321583226425,0.0015523700165846238
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Sausalito,5591.0,4725.0,1226.8000000000002,-411.8000000000002,0.0013090689625809874,-0.00030897340397754877
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Sebastopol,3370.0,6136.0,167.5999999999999,1071.6000000000004,0.00017883922247193784,0.0008040211260377397
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,Sonoma,5624.0,7666.0,553.1999999999998,1147.1999999999998,0.0005902974813333892,0.0008607437810661577
PBA50Plus_NoProject/PBA50Plus_NoProject_v38,2050 No Project,South San Francisco,38109.0,95383.0,15257.0,41598.6,0.01628013136786609,0.03121141583948629
